LON,LAT,EDO,CLAVE,ESTACION,dic-23
-116.205556,32.272222,BC,RUMOROSA,"La Rumorosa, B.C. SMN*",0
-114.85,31.033333,BC,SFLBN,"Observatorio de San Felipe, B.C.",40.5
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",10.8
-111.353889,26.009722,BCS,BLORETO,"Bahía de Loreto, B.C.S. SMN*",0
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",0
-109.424444,23.445278,BCS,CPULMO,"Cabo Pulmo, B.C.S. SMN*",0
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",5.45
-114.051944,27.963056,BCS,GNGBS,"Guerrero Negro, B.C.S.",4.401
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",0.03
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",0
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",0.001
-111.829444,24.481111,BCS,PCORTESmar,"Puerto Cortés, B.C.S. SEMAR*",0
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",0.02
-110.059167,23.805,BCS,SANBS,"San Antonio, B.C.S.",0.01
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0.01
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",0.01
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",0
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",0
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",0
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",0
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",0
-89.743889,20.003889,CAMP,BOLCA,"Bolonchén, Camp.",49.53
-89.8925,18.365,CAMP,CALAKMUL,"Calakmul, Camp. SMN*",48.5
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",32.61
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",56.1
-91.962778,20.203889,CAMP,CAYOARCASmar,"Cayo Arcas, Camp. SEMAR*",6.858
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",47
-90.544167,19.838333,CAMP,CMPCA,"Campeche, Camp.",36
-91.046111,18.183056,CAMP,CNDCA,"Candelaria, Camp.",145.61
-90.507222,19.838611,CAMP,COBCA,"Observatorio de Campeche, Camp.",45.91
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",40.6
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",78
-89.848333,19.751944,CAMP,HPOCA,"Hopelchen, Camp.",61.6
-90.820833,18.056944,CAMP,MONCLOVACAMP,"Monclova, Camp. SMN*",116.6
-90.221389,19.605833,CAMP,NYXCA,"Noh-Yaxché, Camp.",68.2
-92.086944,18.253056,CAMP,PLZCA,"Palizada, Camp.",160
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",23
-89.860278,19.664444,CAMP,XCPCA,"Xcupil, Camp.",32.53
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",91.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",0
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",0
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",6.3
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",0.2
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",0
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",2.01
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",7
-105.628889,28.166111,CHIH,FIMCH,"Francisco I. Madero, Chih.",0
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",2.6
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",0
-105.277778,28.994722,CHIH,HGRANERO,"El Granero hidrométrica, Chih. SGT*",0.25
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",5.4
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",0
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",5.6
-105.28,28.984444,CHIH,LLNCH,"Ing. Luis L. León, Chih.",0
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",11.17
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",0
-104.43,29.583333,CHIH,OJINAGAC,"Ojinaga Río Conchos, Chih. CILA*",0.25
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",1
-105.254167,26.546389,CHIH,PAGCH,"Pico del Águila, Chih.",0
-104.74,29.5,CHIH,PEGUIS,"Peguis, Chih. SGT*",0
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",0.5
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",2.5
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",5.5
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",8.7
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",0.1
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",76.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0.6
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",0
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza-Pac, Chis. CFE*",320.6
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",16.5
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",14.3
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",0
-92.716667,15.35,CHIS,CACCP,"Cacaluta, Chis.",0.1
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",0
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",2.1
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",5
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",14.7
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. SMN*",0
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitan, Chis. SMN*",13.92
-92.113056,15.435833,CHIS,CUILCOCFE,"Cuilco, Chis. CFE*",10.3
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",14.3
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",8.4
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",6
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",79.2
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",114.5
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",0
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",401.7
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",52.3
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",78.7
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",6.1
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",9.8
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",503.9
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",503.9
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",15.7
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",91
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",2.5
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",133.6
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",143
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",0.6
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",0.1
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",376.6
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",296.6
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",539.6
-92.794167,15.714444,CHIS,PRUSIA,"Prusia, Chis. SGT*",46.4
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",10
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",14
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",3.3
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",2.2
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",350.9
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",514.9
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",9.2
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",10.5
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",4.8
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",255.4
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",19.2
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",117.9
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",125.8
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0.1
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",14.7
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",0
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0.1
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",348.8
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",73.17
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",119.4
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",57
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",14.9
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",0.1
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",20
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",0
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",22.01
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",5
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",21
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",0.2
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas. Ciudad Acuña, Coah. CILA*",17.6
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",2.32
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa De Fuentes, Coah. CILA*",17
-100.634444,28.898611,COAH,RioSanRodrigoC,"Río San Rodrigo cerca El Moral, Piedras Negras Coah., CILA*",20.25
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",0.12
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jimenez, Coah. CILA*",13.75
-101.213056,28.399444,COAH,SANTACECILIA,"Santa Cecilia, Coah. SMN*",50
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",35
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",27
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",3
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0.51
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",0.2
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",0.03
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",29.52
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",8
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",2.6
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",18
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",9.92
-103.804167,19.2125,COL,CQMCM,"Coquimatlán, Col.",4.82
-103.6,19.325,COL,CUACM,"Cuauhtémoc, Col.",13.01
-103.884444,19.111389,COL,DJLCM,"Presa derivadora Jala, Col.",4.15
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",10
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",2.6
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",2.7
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",8.31
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",1.1
-103.8125,19.3275,COL,PNTCM,"Peñitas, Col.",10.3
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",1.5
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",13.72
-103.867778,18.911667,COL,TCMCM,"Tecomán, Col.",2
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",9.5
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",9.15
-99.174167,19.240833,DF,AMC,"Academia Mexicana de Ciencias, Cd. de Méx. UNAM*",6.01
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",5.692
-99.140833,19.483333,DF,CCHVALLEJO,"CCH Vallejo, Cd. de Méx. UNAM*",4.56
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",10.01
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",2.29
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",1.25
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",6.02
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",18.27
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",2.11
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",5.56
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",12.26
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",32.95
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",7.113
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",0
-99.205,19.3,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",2.25
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",16.49
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",7.79
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",6.1
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",3.04
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",1.75
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de Méx.",4.1
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",4.12
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos (El Moral), Cd. de Méx.",7.01
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",5.54
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",2.15
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de Méx.",4.42
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de Méx.",9.15
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de Mécico Sur, Cd. de Méx.",6.29
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",6.64
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",0
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",17.62
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",2.03
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",4.57
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",0
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",3.56
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",3.79
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",4.31
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",8.32
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",6.76
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",0
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",0.75
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",15.74
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",7.56
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",1.01
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",7.36
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",0
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",21.53
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",4.57
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",2.29
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",3.54
-99.17,19.4,DF,RCMDF,"Radio Comunicación, Cd. de Méx.",4.57
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",0.51
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de Méx.",1.01
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",24.38
-99.079167,19.465278,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",6.82
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SACMEX*",0
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",0
-98.960556,19.320833,DF,SSCDF,"La Caldera Subestación eléctrica Santa Lucía, Méx.",0
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",7.992
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",5.197
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",33.27
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",11.65
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",11.82
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",1.52
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",3.03
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",2.02
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",6.07
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",0
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",6.05
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",0
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Lucía), Cd. de Méx.",9.63
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",5.51
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0.01
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",1.5
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",5
-104.75,24.5,DGO,CNTDR,"Canatlán, Dgo.",17.1
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",3.6
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",6
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",0.01
-105.955556,25.934722,DGO,GNCDR,"Guanaceví, Dgo.",1
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",5.7
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",7.3
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0
-104.75,23.516667,DGO,LBYDR,"Las Bayas, Dgo.",11.6
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",0
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",0
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",1.75
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",25.6
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",0
-104.656667,24.203889,DGO,PAGDR,"Peña del Águila, Dgo.",1.3
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0.01
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",2.5
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",2.01
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",56.01
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",0
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0
-104.276944,25.085,DGO,SLCDR,"San Luis del Cordero, Dgo.",2
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0.01
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0.01
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",0.6
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",11.51
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",1.5
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",23
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",0.9
-100.5175,18.075833,GRO,AFIGR,"Andrés Figueroa, Gro.",0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",6.8
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",40.7
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",0
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",0.3
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",3
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",0.1
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",3.2
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0
-99.661944,18.245278,GRO,COCGR,"Cocula, Gro.",0
-98.970833,16.614722,GRO,COPGR,"Copala, Gro.",0
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",10
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",0
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",1.3
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",0
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",0.3
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",4.6
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",0
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",15
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",5
-99.369167,17.471111,GRO,MCHGR,"Mochitlán, Gro.",1.5
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",1.4
-98.735,17.777222,GRO,OLNGR,"Olinalá, Gro.",0
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",0
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",2
-99.166111,16.823611,GRO,RMEGR,"Revolución Mexicana, Gro.",5
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",29.7
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",1.5
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",3.9
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",3
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",1.1
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",0
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",1.5
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",11.7
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",43.04
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",36.02
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",47.5
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",37.01
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",39.71
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",44.51
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",51
-100.816667,20.833333,GTO,BEGGJ,"La Begoña hidrométrica, Gto.",43.72
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",34.82
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",50.7
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",35.1
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",52.53
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",37.8
-100.9,20.95,GTO,CSRGJ,"Cinco Señores, Gto.",47.44
