LON,LAT,EDO,CLAVE,ESTACION,mar-23
-96.901111,19.534722,VER,XDAVC,"Xalapa Dos de Abril, Ver.",91.2
-96.935278,19.529167,VER,XIMVC,"Xalapa IMAC PC, Ver.",158.2
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",71.63
-96.871667,19.511667,VER,XOLVC,Xalapa Olmos,115.94
-96.923889,19.527222,VER,XPMVC,"Xalapa Palacio PC, Ver.",124.8
-96.915556,19.565833,VER,XREVC,"Xalapa Revolución, Ver.",139.4
-96.929444,19.563333,VER,XSPVC,"Xalapa Sefiplan PC, Ver.",121.6
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",136.9
-96.777778,19.863889,VER,YECVC,"Yecuatla, Ver.",54.5
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",13
-89.681111,20.649444,YUC,ABAYC,"Abalá, Yuc.",20
-89.218889,19.883056,YUC,BECYC,"Becanchén, Yuc.",11
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",35
-90.3825,20.858056,YUC,CELYC,"Celestún, Yuc. SMN*",14.19
-89.638056,21.03,YUC,CICYC,"Centro de Investigación Científica, Yuc.",54
-89.657222,20.983611,YUC,CHMR_MERIDA,"Centro Hidrometeorológico Regional Mérida, Yuc. SMN*",59.6
-89.829444,20.752778,YUC,CHOYC,"Chocholá, Yuc.",21.5
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",31
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",27.8
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",31.2
-89.4375,21.105556,YUC,MOCYC,"Mocochá, Yuc.",12.9
-89.291667,21.094167,YUC,MTOYC,"Motul, Yuc.",18.3
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",14.5
-89.651111,20.946389,YUC,MEOYC,"Observatorio de Mérida, Yuc.",86.9
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",80.3
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",55.9
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca Península de Yucatán, Yuc.",73.5
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",28.01
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",11
-88.160556,21.571667,YUC,RLAYC,"Río Lagartos, Yuc.",37.4
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",27.91
-88.1725,21.158611,YUC,TIZYC,"Tizimín, Yuc.",26.4
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",0
-103.88,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",0
-102.346944,22.453056,ZAC,CUAZC,"Ciudad Cuauhtémoc, Zac.",0
-101.389444,24.621389,ZAC,CORZC,"Concepción del Oro, Zac.",0
-103.093611,23.693056,ZAC,ELCZC,"El Cazadero, Zac.",0
-102.889167,22,ZAC,CHIZC,"El Chique, Zac.",0
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",0
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",0
-102.46,22.4875,ZAC,GRCZC,"Genaro Codina, Zac.",0
-103.093333,21.933333,ZAC,GJAZC,"General Joaquín Amaro, Zac.",0
-103.207222,23.179444,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",0
-102.506667,22.745556,ZAC,GPEZC,"Guadalupe, Zac.",0
-103.605556,21.223889,ZAC,HITZC,"Huitzila, Zac.",0
-103.493333,22.333056,ZAC,STEZC,"Independencia Nacional, Zac.",0
-102.859167,22.120833,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",0
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",0
-103.337778,21.604722,ZAC,VILZC,"José María Morelos, Zac.",0
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",0.4
-103.113889,21.404167,ZAC,JCHZC,"Juchipila, Zac.",0
-103.603056,22.687222,ZAC,LFLZC,"La Florida, Zac.",0
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",0
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",0
-102.897222,21.723056,ZAC,PMOZC,"Los Moraleños, Zac.",0
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",0
-103.383333,22.836667,ZAC,LOBZC,"Manuel Felgueres, Zac.",0
-103.362222,21.212778,ZAC,MORZC,"Mezquital del Oro, Zac.",0
-103.339722,21.649444,ZAC,EXCZC,"Miguel Alemán, Zac.",0
-103.443056,24.2875,ZAC,MGAZC,"Miguel Auza, Zac.",0.01
-103.561667,22.306944,ZAC,MRSZC,"Monte Escobedo, Zac.",0
-102.845556,21.3575,ZAC,NCTZC,"Nochistlán, Zac.",0.01
-102.615,24.983056,ZAC,NTAZC,"Nuevo Tampico, Zac.",0.02
-103.636389,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",0
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",0
-102.269444,22.577778,ZAC,OCAZC,"Ojo Caliente, Zac.",0
-102.796667,22.347222,ZAC,PALZC,"Palomas, Zac.",0
-101.399167,22.117778,ZAC,PINZC,"Pino Suárez, Zac.",0
-102.951667,22.823611,ZAC,BTEZC,"Ramón López Velarde, Zac.",0
-103.025833,23.816944,ZAC,RGRZC,"Río Grande, Zac.",0
-102.8825,24.326111,ZAC,SFOZC,"San Francisco, Zac.",0.03
-103.112778,22.925833,ZAC,STRZC,"Santa Rosa, Zac.",0
-103.488889,24.289167,ZAC,SGOZC,"Santiago, Zac.",0.02
-103.461944,21.468611,ZAC,TGOZC,"Teúl de González Ortega, Zac.",0
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",0.01
-101.917222,22.520278,ZAC,VGOZC,"Villa González Ortega, Zac.",0
-102.585556,22.765,ZAC,ZACZC,"Zacatecas, Zac.",0
