LON,LAT,EDO,CLAVE,ESTACION,oct-23
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",452.5
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",357.3
-99.9075,16.884167,GRO,ELVELADERO,"El Veladero, Gro. SMN*",629.8
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",123.8
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",209.57
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",116.3
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",63
-99.369167,17.471111,GRO,MCHGR,"Mochitlán, Gro.",360.6
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",189.3
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",126.5
-98.735,17.777222,GRO,OLNGR,"Olinalá, Gro.",68.5
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",265.3
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",273.5
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",388.1
-100.478611,18.171944,GRO,SCRISTOBALCFE,"San Cristóbal, Gro. CFE*",358.63
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",485.5
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",183.43
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",120.2
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",261.8
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",232.6
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",201.9
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",70.7
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",94.92
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",159
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",129.5
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",188.3
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",358
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",29.52
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",99.05
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",92
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",17.23
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",22.02
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",24.32
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",50.92
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",25.32
-100.9,20.95,GTO,CSRGJ,"Cinco Señores, Gto.",92.62
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",69
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",105.5
-101.630278,20.506667,GTO,CORRALEJO,"Corralejo Hidalgo, Gto. Protección Civil*",30.15
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",32.5
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",46.01
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",23
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",62.41
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",29.9
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",17.62
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",47.02
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",20.52
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",37.06
-101.996667,20.800556,GTO,FRIAS,"Frías, Gto. Protección Civil*",54.102
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",80.92
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",56.1
-100.518333,20.145556,GTO,JCRGJ,"Jerécuaro, Gto.",20.11
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",51.01
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",12.72
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",49
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",29.02
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",58.7
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",26
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",31.03
-101.666667,21.191667,GTO,CSSGJ,"Los Castillos, Gto.",65.62
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",46.62
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protección Civil*",43.04
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",38.61
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",36
-100.878333,21.105,GTO,PNLGJ,"Peñuelitas, Gto.",27.9
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",24.42
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",36.66
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",17
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",28.06
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",37.32
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",20.6
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",80.5
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",27.5
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",21.4
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",73.75
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",51.6
-100.666667,20.05,GTO,SL2GJ,"Solis, Gto.",64.05
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",64.06
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",55.42
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",12.23
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",71.33
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",10
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",239
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",90.6
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",11.51
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",373.2
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",242.4
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",10.1
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",19.6
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",11.8
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",9.05
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",68.13
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",156.6
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",48.53
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",25.02
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",6.52
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",47.9
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",11.02
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatlán, Hgo.",269.5
-99.308333,20.573611,HGO,TAXQUILLOCFE,"Taxquillo, Hgo. CFE*",18.97
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",9.11
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",2.06
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",277
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",53.74
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",48.8
-102.436944,21.599444,JAL,AJJJL,"Ajojúcar, Jal.",54.01
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",61.81
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",49.41
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",111.01
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",65.9
-103.782778,21.831667,JAL,BLNJL,"Bolaños, Jal.",115.5
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",233
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",53.41
-104.566667,19.233333,JAL,CIHJL,"Cihuatlán, Jal.",266.42
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",137.1
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",202.76
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",596.61
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",105.4
-104.555278,19.627778,JAL,CHFJL,"El Chiflón, Jal.",259.72
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",161.6
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",66.31
-104.59,20.252222,JAL,RODJL,"El Rodeo, Jal.",204.37
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",53.5
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",61.91
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",41.3
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",90.02
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",138.2
-102.976111,20.681389,JAL,EGCJL,"Ing. Elías González Chávez, Jal.",58.11
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",84
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",71.1
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",2
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",31.93
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",79
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",60.5
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",44.3
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",79
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",94.82
-104.786389,20.525278,JAL,MSCJL,"Mascota, Jal.",163.17
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitlán, Jal. SGT*",68.4
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",200.8
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzmán, Jal.",166.3
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",52.1
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",89.4
-103.361667,20.583889,JAL,PITJL,"Protección a Infraestructura y Atención a Emergencias, Jal.",83.28
-103.433333,19.525,JAL,QUTJL,"Quito, Jal.",205.6
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",129.1
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",90.4
-105.133611,19.998611,JAL,RIOTOMATLAN,"Río Tomatlán, Jal. SMN*",193.03
-102.716667,20.4,JAL,RIOZULA,"Río Zula, Jal. SGT*",44.81
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",88.7
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",330.6
-104.148056,19.554444,JAL,SMANANTLANII,"Sierra Manatlán 2, Jal. SMN*",0
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",183.12
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",81
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",57.02
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",27.59
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",52.92
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",21.4
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Méx SMN*",144
-98.912222,19.543611,MEX,ATEMX,"Atenco, Méx.",62.42
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., Méx.",127.8
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, Méx. UNAM*",39.76
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",75.18
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, Méx.",23.22
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, Méx. SMN*",71.88
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",56.3
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, Méx. SACMEX*",0
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, Méx. SACMEX*",25.88
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, Méx.",155.61
-100.225,19.178889,MEX,COLMX,"Colorines, Méx.",157.11
-99.559722,19.884722,MEX,DNXMX,"Danxhó, Méx.",96
-99.377222,19.377222,MEX,2RSMX,"Dos Ríos, Méx.",57
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",25.8
-99.739722,20.124167,MEX,PMNMX,"El Molino, Méx.",35.09
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, Méx.",111.62
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",69.35
-99.790278,19.829167,MEX,PFBMX,"Francisco José Trinidad Fabela, Méx.",89
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, Méx.",70.23
-99.250833,19.415833,MEX,HERRADURA,"Herradura, Méx. UNAM*",34.23
-99.696944,20.046389,MEX,HPNMX,"Huapango, Méx.",70.05
-99.775,19.461667,MEX,PIRMX,"Ignacio Ramírez, Méx.",50.62
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, Méx. SMN*",113
-99.704722,19.465833,MEX,SBBMX,"José Antonio Alzate, Méx.",82.3
-99.05,19.633333,MEX,K27MX,"km 27+250, Méx.",86.64
-99.304444,19.695,MEX,CNPMX,"La Concepción, Méx.",52.7
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",15.43
-100.075833,19.383333,MEX,LBEMX,"Los Berros, Méx.",130.5
-99.260833,19.526944,MEX,PMDMX,"Madín, Méx.",49.2
-98.940278,19.851389,MEX,PMTMX,"Manantial, Méx.",22
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, Méx.",33.03
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, Méx. UNAM*",26.43
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, Méx. SMN*",248.16
-99.864444,20.038611,MEX,PNDMX,"Ñadó, Méx.",57
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, Méx.",57.25
-99.420833,18.990833,MEX,OCUMX,"Ocuilán de Arteaga, Méx",178.06
-99.248889,19.429444,MEX,PLMMX,"Palmas, Méx.",28.44
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, Méx.",0
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, Méx.",25.88
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, Méx.",26.16
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, Méx.",55.81
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, Méx.",54.02
-99.948889,19.654444,MEX,PMEMX,"Puente Mextepec, Méx.",75.81
-99.961389,19.660833,MEX,TPTMX,"San Andrés Tepetitlán, Méx.",68.91
-98.911111,19.530556,MEX,SADMX,"San Andrés, Méx.",65.9
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, Méx.",39
-99.703889,19.465556,MEX,SB2MX,"San Bernabé, Méx.",82.31
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, Méx.",148.5
-99.285,19.574444,MEX,SNJMX,"San Juan, Méx",16
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Méx",58.22
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",91.41
-99.8,19.633333,MEX,SMLMX,"Santa María del Llano, Méx.",132
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, Méx.",46
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Méx",31.54
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",38.06
-100.053056,19.058056,MEX,TMSMX,"Temascaltepec, Mex.",173.21
-99.935833,18.931389,MEX,TESMX,"Texcaltitlán, Méx.",174.42
-99.283056,19.4525,MEX,TTLMX,"Totolica hidrométrica, Méx.",23.4
-99.283333,19.453889,MEX,TOTMX,"Totolica, Méx",51.81
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, Méx.",65.66
-99.6125,19.429167,MEX,TROMX,"Trojes, Méx.",94.67
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",127.21
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",0
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",118.81
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",24.5
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",87.4
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",172.93
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",91
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",176.72
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",73.02
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",60.3
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",65.31
-101.259167,19.629722,MICH,COIMC,"Coíntzio, Mich.",65.24
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",63.88
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",4.6
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",191.6
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",51.6
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",72.8
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",251.7
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",78.5
-102.180278,18.048333,MICH,VILMC,"José María Morelos y Pavón, Mich.",489.3
-102.2,18.8,MICH,LPSMC,"La Pastoría, Mich.",251.81
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",87.22
-101.626667,20.248889,MICH,LANMC,"Los Ángeles, Mich.",36.5
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",127.2
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",321.85
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",44.03
-101.102778,18.538889,MICH,PINZANESCFE,"Pinzanes, Mich. CFE*",50.6
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",71
-102.464722,20.208333,MICH,SCRMC,"San Cristóbal, Mich.",80
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",132
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",39.3
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",58.53
-101.45,19.55,MICH,VJIMC,"Villa Jiménez, Mich.",24.04
-102.242222,20.339444,MICH,YURMC,"Yurécuaro, Mich.",94.6
-101.931944,18.921111,MICH,ZICMC,"Zicuirán, Mich.",175
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",109.3
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",120.9
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",108.4
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",68.2
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",115.1
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",117.2
-99.267222,19.045,MOR,HUCMR,"C.B.T.A.154 Huitzilac, Mor.",220.4
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",77.51
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",90.44
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",72.2
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",119.6
-98.786667,18.690556,MOR,ELPMR,"El Peñón, Mor.",62.51
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",73
-99.180278,18.573889,MOR,HIGMR,"Higuerón, Mor.",63.1
-99.424167,18.608333,MOR,HUAMR,"Huajintlán, Mor.",86
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",84.43
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",76.88
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",300.1
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",39.03
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",108.91
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",74
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",85.54
-99.4,18.7,MOR,MIAMR,"Miacatlán, Mor.",103.01
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",132.56
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",141.2
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",130.61
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",98
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",70
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",149.51
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",135.3
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",80.51
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",130.2
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",160.1
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",104.91
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",83
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",133.5
-99.072778,18.971389,MOR,TPZMR,"Tepoztlán, Mor.",89.5
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",72.03
-98.710278,18.876389,MOR,TETMR,"Tetela del Volcán, Mor.",66.4
-99.103889,18.794167,MOR,TICMR,"Ticumán, Mor.",127.1
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",84.31
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",88
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",236.52
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",117.1
-99.241667,19.054167,MOR,TMAMR,"Tres Marías, Mor.",291.51
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",87.9
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",130.7
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",85.31
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",112.55
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",239.9
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",92.2
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",208.06
-104.298056,21.038889,NAY,IXTLANRIO,"Ixtlán del Río, Nay. SMN*",122
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",128.8
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",166.5
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",145.14
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",224.1
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",199.42
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",274.82
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",221.33
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",251
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",16.91
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",159.31
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",97.62
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",105.51
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",80.04
-99.746944,27.699167,NL,COLOMBIA,"Colombia, N.L. SGT*",82
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",123.3
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",16.2
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",118.4
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",38
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",135.51
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",97.01
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",72.3
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",72.03
-100.348611,25.502222,NL,LASTINAJASNL,"Las Tinajas, N.L. SGT*",33.8
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",152.64
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",114.66
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",180.06
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",182.1
-100.240278,25.856944,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",95.45
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",231.4
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",74.31
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",74.8
-96.74,17.164167,OAX,BJUAREZ,"Benito Juárez, Oax. SMN*",0
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",5.43
-98.278333,17.532778,OAX,CALOX,"Calihualá, Oax.",56.5
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",117.6
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",164.57
-97.799444,16.780278,OAX,COSOX,"Cosoltepec, Oax.",35.9
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",338.52
-95.374444,16.434722,OAX,EMAOX,"El Marqués, Oax.",32.82
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatlán de Segura y Luna, Oax.",61.1
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de León, Oax.",26.01
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",43.942
-95.869722,17.024722,OAX,HUYOX,"Huayapam, Oax.",104.8
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",32.2
