LON,LAT,EDO,CLAVE,ESTACION,may_23
-99.44,24.98,NL,CARNL,"Carmen de los Elizondo Linares, N. L.",208.98
-99.28,25.71,NL,CCHNL,"Cuchillo Solidaridad, N.L.",162.34
-99.98,25.59,NL,CDRNL,"Cadereyta, N.L.",188.42
-99.4,24.94,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",164.21
-99.7,24.78,NL,CRUNL,"Crucitas, N.L.",175.2
-99.61,26.09,NL,CRVNL,"Cerralvo, N.L.",122.62
-100.2,25.52,NL,ECSNL,"El Cerrito, N.L.",59
-100.31,25.58,NL,ELDIENTE,"El Diente SMN, N. L.",74.4
-100.08,24.83,NL,GALNL,"Galeana, N.L.",104.5
-100.13,25.43,NL,LBCNL,"Rodrigo GÛmez, N.L.",98.5
-99.53,25.5,NL,LERNL,"Las Enramadas, N.L.",191.05
-99.2,26.02,NL,MDRNL,"Madero, N.L.",28.2
-99.83,25.17,NL,MTMNL,"Montemorelos, N.L.",118.3
-100.12,23.42,NL,MYNNL,"Mier y Noriega, N.L.",147.72
-100.3,25.73,NL,OBSNL,"Observatorio de Monterrey, N.L.",55.24
-99.22,24.99,NL,PAMNL,"La Pamona, N.L.",39.02
-100.13,25.43,NL,PLABOCA,"Presa La Boca SGT, N.L.",65.25
-100.37,27.43,NL,PSANL,"Salinillas, N.L.",0.02
-100.55,25.03,NL,SRANL,"San Rafael, N.L.",51.05
-99.78,23.98,NL,ZRGNL,"Zaragoza, N.L.",45
-97.72,17.53,OAX,AMTOX,"San Antonino Monte Verde, Oax.",107.8
-95.7,16.01,OAX,ASTOX,"Astata, Oax.",0.5
-96.1,17.02,OAX,AYUOX,"Ayutla, Oax.",101.3
-95.93,16.65,OAX,BOQOX,"Boquilla 1, Oax.",119.41
-98.28,17.53,OAX,CALOX,"Calihual·, Oax.",51.52
-96.26,18,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",128.7
-94.82,16.58,OAX,CHIOX,"Chicapa, Oax.",33.11
-97.02,17.46,OAX,CMTOX,"Santiago Camotl·n, Oax.",0.02
-96.72,15.81,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",49.61
-96.66,18.49,OAX,CSPOX,"Cosolapa, Oax.",50.68
-96.39,18.15,OAX,DPSOX,"Dique Pescaditos, Oax.",131.29
-95.37,16.43,OAX,EMAOX,"El MarquÈs, Oax.",1.3
-97.82,17.75,OAX,FOYOX,"San Francisco Yosocuta, Oax.",111.82
-97.78,17.81,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",75.51
-97.78,17.81,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",87.9
-96.13,15.75,OAX,HUATULCOmar,"Huatulco SEMAR, Oax.",9.65
-95.05,16.5,OAX,IXTALTEPEC,"Ixtaltepec SGT, Oax.",0
-95.1,16.58,OAX,IXTOX,"Ixtepec, Oax.",2
-96.2,17.87,OAX,JACOX,"Jacatepec, Oax.",73.5
-95.48,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",12.92
-96.73,17.07,OAX,OACOX,"Oaxaca Centro, Oax.",55.1
-96.7,17,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",43
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",50.6
-96.08,18.17,OAX,PAPOX,"Papaloapan, Oax.",61.08
-96.72,17.07,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",61.02
-96.48,15.67,OAX,PTAOX,"Observatorio de Puerto ¡ngel, Oax.",10.4
-95.48,16.59,OAX,RHOOX,"RÌo Hondo, Oax.",0
-95.92,17.73,OAX,RMLOX,"RÌo Manso Lalana, Oax.",4.3
-97.73,16.1,OAX,RVEOX,"RÌo Verde, Oax.",0.01
-97.84,17.16,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",69.62
-96.55,17.27,OAX,SCIOX,"Ixtepeji, Oax.",52.5
-95.2,16.18,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",0
-96.53,17.88,OAX,SFUOX,"San Felipe Usila, Oax.",65
-98.28,17.85,OAX,SJCOX,"San Juan Cieneguillas, Oax.",104.9
-98.14,17.5,OAX,SLAOX,"Silacayo·pam, Oax.",130.84
-96.45,17.12,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",66.6
-97.68,18.19,OAX,SNCOX,"Santiago Chazumba, Oax.",96.71
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",92.41
-97.54,17.73,OAX,STTOX,"Santiago Teotongo, Oax.",99.02
-96.41,18.23,OAX,TEMOX,"Presidente Alem·n, Oax.",110.1
-97.42,17.55,OAX,TEPOX,"San Juan Teposcolula, Oax.",149.8
-95.6,16.42,OAX,TEQOX,"Tequisistl·n, Oax.",43.2
-97.68,17.27,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",71.01
-96.54,15.74,OAX,TNMOX,"Tonameca, Oax.",36.12
-97.81,17.65,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",90.91
-96.13,18.08,OAX,TUXOX,"Tuxtepec, Oax.",65
-96.44,17.93,OAX,UCFOX,"Usila CFE, Oax.",76.8
-94.83,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",52
-96.3,17.78,OAX,VANOX,"Valle Nacional, Oax.",52.91
-97.83,17.72,OAX,YOSOX,"Yosocuta, Oax.",75.63
-98.39,17.76,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",86.02
-97.82,17.89,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",33.31
-97.42,19.45,PUE,ACHPB,"Alchichilca, Pue.",31.11
-97.93,19.06,PUE,ACJPB,"Acajete, Pue.",123.5
-98.06,18.28,PUE,ADOPB,"Acatl·n de Osorio, Pue.",74.4
-98.14,18.94,PUE,AFRPB,"Africam, Pue.",80.7
-97.92,18.85,PUE,AHAPB,"Ahuatepec, Pue.",69
-98.15,20.03,PUE,AHUPB,"Ahuazontepec, Pue.",70.8
-97.85,20.41,PUE,APAPB,"Apapantilla, Pue.",47.4
-98.42,18.92,PUE,ATXPB,"Atlixco, Pue.",61.9
-97.88,20.39,PUE,AVCPB,"¡vila Camacho, Pue.",87.8
-97.5,19.96,PUE,BAIPB,"Buenos Aires CFE, Pue.",46.95
-98.11,18.91,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",64.6
-97.44,18.99,PUE,CDSPB,"Ciudad Serd·n, Pue.",80.5
-97.96,18.97,PUE,CEMPB,"Cemex, Pue.",98.8
-97.36,18.32,PUE,CHCPB,"Chilac, Pue.",39.1
-98.58,18.52,PUE,CHIPB,"Chietla, Pue.",69.61
-98.32,19.07,PUE,CHLPB,"Cholula, Pue.",43.5
-98.57,18.11,PUE,CHSPB,"Chila de la Sal, Pue.",69.6
-98.2,19.02,PUE,CNAPB,"Conagua, Pue.",23
-98.05,19.74,PUE,CNGPB,"Chignahuapan, Pue.",101
-98.16,18.61,PUE,COAPB,"Coatzingo, Pue.",29.68
-98.06,19.09,PUE,CPLPB,"Capulac, Pue.",238
-97.52,20.03,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",155.5
-98.28,18.97,PUE,ECHPB,"EcheverrÌa, Pue.",16
-98.46,19.1,PUE,HJTPB,"Huejotzingo, Pue.",53.8
-98.54,18.77,PUE,HQCPB,"Huaquechula, Pue.",10
-98.05,20.18,PUE,HUAPB,"Huauchinango, Pue.",30.2
-98.72,18.04,PUE,IXCAMILPACFE,"Ixcamilpa CFE, Pue.",17.7
-97.82,19.62,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",130
-98.47,18.61,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",53
-97.69,19.46,PUE,LIBPB,"Libres, Pue.",62.1
-98.23,19.01,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",32.2
-97.85,20.73,PUE,MTLPB,"Metlaltoyuca, Pue.",39.02
-96.78,18.36,PUE,NARPB,"Naranjastitla, Pue.",120.74
-98,20,PUE,NECAXA,"Necaxa FENIX, Pue.",19.4
-98,20.22,PUE,NNEPB,"Necaxa, Pue.",29.2
-97.53,19.7,PUE,OYAPB,"Oyameles, Pue.",30.01
-97.25,18.92,PUE,PCRPB,"Paso Carretas, Pue.",90.5
-98.26,18.2,PUE,PIXPB,"Piaxtla, Pue.",71.4
-97.7,20.45,PUE,PTEPALOMAS,"Puente Palomas SGT, Pue.",47.8
-97.88,20.23,PUE,PTLPB,"Patla, Pue.",25.8
-98.17,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",2.9
-97.62,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",119.6
-97.4,20.12,PUE,RNAPB,"Rancho Nuevo, Pue.",3.5
-98.22,19.11,PUE,SCRPB,"San CristÛbal Caleras, Pue.",54.7
-97.21,20.13,PUE,SJAPB,"San JosÈ Acateno, Pue.",71.23
-97.91,18.74,PUE,SMCPB,"San Miguel Canoa, Pue.",0
-98.42,19.28,PUE,SMTPB,"San MartÌn Texmelucan, Pue.",26.5
-97.45,19.96,PUE,SOLPB,"La Soledad, Pue.",108.31
-98.58,19.33,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",80.5
-97.49,19.95,PUE,STLPB,"Sontalalco CFE, Pue.",36.64
-97.79,20,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",68.5
-97.75,18.88,PUE,TECPB,"Tecamachalco, Pue.",38.8
-97.4,18.48,PUE,TEHPB,"Tehuac·n, Pue.",19.3
-98.78,18.45,PUE,TELPB,"Teotlalco, Pue.",55.1
-97.81,19.83,PUE,TEOPB,"Tetela de Ocampo, Pue.",40.1
-97.95,20.21,PUE,TEPPB,"Tepexic, Pue.",62.1
-97.36,19.82,PUE,TEZPB,"Teziutl·n, Pue.",27
-97.88,20.32,PUE,TLAXCALALTON,"Tlaxcalaltongo SGT, Pue.",39.5
-96.85,18.41,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",59.5
-97.49,19.49,PUE,TPYPB,"Tepeyahualco, Pue.",35.5
-96.86,18.48,PUE,TYAPB,"Tepeyac, Pue.",111.84
-98.05,20.18,PUE,UDSPB,"Universidad de la Sierra, Pue.",47.5
-97.68,20.51,PUE,VENPB,"Venustiano Carranza, Pue.",43
-97.96,20.28,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",58.4
-97.59,19.86,PUE,ZCPPB,"Zacapoaxtla, Pue.",20.5
-97.01,18.33,PUE,ZOQPB,"Zoquitl·n, Pue.",86
-97.83,20.18,PUE,ZRGPB,"Zaragoza, Pue.",76
-100.41,20.5,QRO,BATQT,"El Bat·n, Qro.",19.01
-100.44,20.6,QRO,CARQT,"Carrillo, Qro.",2
-100.08,20.42,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",70.2
-100.45,20.54,QRO,EPUQT,"El Pueblito, Qro.",26.01
-100.37,20.57,QRO,GHQQT,"Gerencia Hidalgo, Qro.",34.51
-99.96,20.2,QRO,IDFQT,"San Ildefonso, Qro.",53.2
-99.48,21.23,QRO,JLPQT,"Jalpan, Qro.",24
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",15.4
-100.37,20.57,QRO,OBSQT,"Observatorio de QuerÈtaro, Qro.",38.02
-99.82,21.06,QRO,PMLQT,"PeÒamiller, Qro.",24.84
-100,20.36,QRO,SJSQT,"San JosÈ, Qro.",44.6
-86.82,21.16,QROO,CANQR,"Canc˙n, Q. Roo.",167.31
-87.3,18.76,QROO,CHINCHORROmar,"Banco Chinchorro SEMAR, Q. Roo.",116.58
-88.33,18.5,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",149.44
-86.78,21.07,QROO,CNCQR,"Canc˙n Radar SMN, Q. Roo.",46.19
-86.95,20.51,QROO,COZQR,"Cozumel, Q. Roo.",87
-88.05,19.58,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",125.8
-88.7,19.75,QROO,JMORELOS,"JosÈ MarÌa Morelos SMN, Q. Roo.",29.2
-88.92,18.46,QROO,NICOLASBRAVO,"Nicol·s Bravo SMN, Q. Roo.",212
-87.08,20.63,QROO,PDCQR,"Playa del Carmen, Q. Roo.",76.7
-107.39,25.1,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",0
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",0
-107.47,25.03,SIN,AWSSI,"Andrew Weiss, Sin.",0
-107.54,25.33,SIN,BDRSI,"Badiraguato, Sin.",0.1
-108.33,26.74,SIN,CHXSI,"Observatorio de Choix, Sin.",0
-107.4,24.82,SIN,CLCSI,"Culiac·n, Sin.",0
-109.33,26.1,SIN,CRRSI,"El Carrizo, Sin.",0
-108.07,25.48,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0
-108.62,26.43,SIN,EFTSI,"El Fuerte, Sin.",0
-108.48,25.81,SIN,ENASI,"EstaciÛn Naranjo, Sin.",0
-108.32,26.08,SIN,GB2SI,"El Sabinal hidromÈtrica, Sin.",0
-108.33,26.1,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",0
-107.91,25.86,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",0
-108.47,25.72,SIN,GSVSI,"Guasave, Sin.",0
-109.33,25.98,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-106.6,23.96,SIN,IXPSI,"Ixpalino, Sin.",0
-107.06,24.75,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.81,24.57,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",0
-108.7,26.43,SIN,JORSI,"Josefa OrtÌz de DomÌnguez, Sin.",0
-106.9,23.92,SIN,LCRSI,"La Cruz, Sin.",0
-108.37,26.84,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",0
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0
-106.4,23.23,SIN,MZTSI,"Observatorio de Mazatl·n, Sin.",0
-107.44,24.63,SIN,OBSSI,"Observatorio de Culiac·n, Sin.",0
-108.58,26.51,SIN,PMHSI,"Miguel Hidalgo, Sin.",0
-106.47,23.56,SIN,QLTSI,"Quelite, Sin.",0
-108.78,26.07,SIN,SFRSI,"Sufragio, Sin.",0
-107.84,25.49,SIN,SJNSI,"San Juan, Sin.",0
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.7,24.12,SIN,SLTSI,"Ing. Aurelio Benassini VizcaÌno, Sin.",0
-107.15,24.82,SIN,SNLSI,"Sanalona, Sin.",0
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0
-109.07,25.59,SIN,TOPOLOBAMPOmar,"Topolobampo SEMAR, Sin.",0
-108.36,25.74,SIN,ZOPSI,"El Zopilote, Sin.",0
-98.56,21.97,SLP,AJTSL,"Las Adjuntas, S.L.P.",102.31
-98.96,21.75,SLP,BLMSL,"Ballesmi, S.L.P.",157.6
-99.02,21.98,SLP,CDVSL,"Ciudad Valles, S.L.P.",157
-99.24,21.91,SLP,GANSL,"Gallinas, S.L.P.",164
-100.82,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",45.75
-100.64,23.66,SLP,MATSL,"Matehuala, S.L.P.",98.92
-99.16,22.12,SLP,MICSL,"Micos, S.L.P.",125.42
-98.8,21.33,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",260.8
-99.32,22.52,SLP,NRJSL,"Naranjos, S.L.P.",87
-100.76,21.85,SLP,OCTSL,"Ojo Caliente, S.L.P.",30.02
-99.83,21.65,SLP,PMYSL,"Pedro Montoya, S.L.P.",47.5
-98.94,21.85,SLP,PUJSL,"El Pujal, S.L.P.",213.82
-98.89,21.43,SLP,RQTSL,"Requetemu, S.L.P.",67.21
-100,21.93,SLP,RVDSL,"Observatorio de RÌo Verde, S.L.P.",32.8
-101.68,22.63,SLP,SDHSL,"Salinas, S.L.P.",5.51
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",88.01
-101.02,22.15,SLP,SLPSL,"Observatorio de San Luis PotosÌ, S.L.P.",68.6
-99.06,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",125.7
-98.62,21.69,SLP,SVTSL,"San Vicente, S.L.P.",60.13
-99.15,21.82,SLP,TANCHACHIN,"TanchachÌn SGT, S.L.P.",126.8
-98.86,21.25,SLP,TBLSL,"Tierra Blanca, S.L.P.",164.6
-100.55,21.63,SLP,TIESL,"La MuÒeca, S.L.P.",60.52
-98.77,22,SLP,TMISL,"Observatorio de TamuÌn, S.L.P.",129.91
-98.76,21.24,SLP,TMTSL,"Temamatla, S.L.P.",187.4
-110.23,29.83,SON,ACNSO,"Aconchi, Son.",0
-109.89,27.75,SON,AGCSO,"Agua Caliente, Son.",0
-111.73,30.72,SON,ALTSO,"Observatorio de Altar, Son.",14
-109.89,27.82,SON,AOBSO,"√lvaro ObregÛn, Son.",0
-109.11,27.23,SON,ARCSO,"Adolfo RuÌz Cortines, Son.",0
-109.09,30.07,SON,ARISO,"Aribabi, Son.",0.01
-110.92,29.08,SON,ARLSO,"Abelardo RodrÌguez Luj·n, Son.",0
-110.17,30.34,SON,ARZSO,"Arizpe, Son.",0.01
-110.24,30.6,SON,BCNSO,"Bacanuchi, Son.",0.01
-108.93,30.36,SON,BCRSO,"Bacerac, Son.",0
-112.44,30.77,SON,CABORCA,"Caborca SMN, Son.",1
-109.63,27.42,SON,CCRSO,"Cocoraque, Son.",0.01
-111.52,30.87,SON,CHTSO,"CuauhtÈmoc, Son.",4
-110.74,29.47,SON,CJNSO,"El CajÛn, Son.",30.01
-110.29,30.98,SON,CNNSO,"Cananea, Son.",1.91
-109.94,27.5,SON,COBSO,"Observatorio de Ciudad ObregÛn, Son.",0
-109.23,29.2,SON,ECBSO,"El Cubil, Son.",1.2
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0
-110.92,29.07,SON,HM2SO,"Observatorio de Hermosillo, Son.",0
-110.93,29.07,SON,HMNSO,"Hermosillo, Son.",0
-108.96,30.21,SON,HSHSO,"Huachinera, Son.",19
-110.89,30.76,SON,IMRSO,"Imuris, Son.",1
-110.4,28.43,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.38,30.44,SON,LCDSO,"L·zaro C·rdenas, Son.",0
-109.69,30.37,SON,NCZSO,"Observatorio de Nacozari, Son.",1.2
-110.95,31.32,SON,NGLSO,"Nogales, Son.",0
-110.91,31.3,SON,NOGALES,"Nogales SMN, Son.",1.8
-109.44,27.07,SON,NVJSO,"Navojoa, Son.",0
-112.85,31.87,SON,NYNSO,"Sonoyta, Son.",1.1
-109.08,29.43,SON,PDNSO,"Paso N·cori, Son.",3.2
-109.64,28.98,SON,PECSO,"Plutarco ElÌas Calles, Son.",0
-113.3,31.68,SON,PINACATE,"El Pinacate SMN, Son.",0
-110.73,29.21,SON,PMOSO,"Ing. Rodolfo FÈlix ValdÈs, Son.",0
-113.55,31.35,SON,PT2SO,"Observatorio de Puerto PeÒasco, Son.",0.01
-110.31,28.47,SON,PTASO,"Punta de Agua 2, Son.",0.01
-112.12,30.7,SON,PTQSO,"Pitiquito, Son.",0
-111.02,30.05,SON,QRBSO,"Querobabi, Son.",0
-108.88,27.41,SON,SBNSO,"San Bernardo, Son.",0.01
-110.24,28.71,SON,SJPSO,"San JosÈ de Pimas, Son.",0
-112.85,31.87,SON,SONOYTA,"Sonoyta SMN, Son.",2.8
-111.45,30.39,SON,SRSSO,"Santa Rosa 2, Son.",7.5
-109.5,29.53,SON,TPCSO,"Tepache, Son.",2.01
-109.21,27.66,SON,TSOSO,"Tesocoma, Son.",0.3
-110.29,27.64,SON,VCMSO,"VÌcam, Son.",0
-108.93,28.37,SON,YCRSO,"YÈcora, Son.",0
-91.48,17.43,TAB,BDCTB,"Boca del Cerro, Tab.",201.4
-93.38,18,TAB,CARTB,"C·rdenas, Tab.",0
-92.92,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",33
-92.81,18.04,TAB,EPOTB,"El Porvenir, Tab.",22.1
-93,17.98,TAB,GONTB,"Gonz·lez, Tab.",28.5
-93.07,17.97,TAB,GONZALEZ,"Gonz·lez SGT, Tab.",37
-92.6,17.77,TAB,MACTB,"Macuspana, Tab.",2.9
-93.32,17.95,TAB,MEZCALAPA,"Mezcalapa SGT, Tab.",20.8
-92.93,17.98,TAB,OBSTB,"Observatorio de Villahermosa, Tab.",33
-92.75,17.38,TAB,OXOTB,"Oxolot·n, Tab.",100.8
-93.33,18.42,TAB,PARAISO,"ParaÌso SMN, Tab.",24.5
-92.88,17.85,TAB,PNVTB,"Pueblo Nuevo, Tab.",13.1
-93.62,18.18,TAB,POBLADOC11,"Poblado C11 SGT, Tab.",30.6
-92.88,18.01,TAB,PORVENIR,"Porvenir SGT, Tab.",19.3
-92.98,17.98,TAB,POSTA,"La Posta SGT, Tab.",23.2
-92.87,17.87,TAB,PUEBLONUEVO,"Pueblo Nuevo SGT, Tab.",13.9
-92.94,17.57,TAB,PUYTB,"Puyacatengo, Tab.",13
-93.28,18,TAB,SAMTB,"Samaria, Tab.",34.3
-93.86,18.3,TAB,SANCHEZMAG,"S·nchez Magallanes SGT, Tab.",65
-91.16,17.79,TAB,SPTTB,"San Pedro, Tab.",73.7
-92.78,17.46,TAB,TAPTB,"Tapijulapa, Tab.",101
-92.97,17.57,TAB,TEATB,"Teapa, Tab.",10
-92.61,18.38,TAB,TRESBRAZOS,"Tres Brazos SGT, Tab.",30
-98.37,24.05,TAMPS,ABASOLO,"Abasolo SGT, Tamps. SGT",121.7
-98.39,24.07,TAMPS,ABSTP,"Abasolo, Tamps.",80.3
-97.93,22.39,TAMPS,BALTP,"Bombas Altamira, Tamps.",6.22
-99.22,24.1,TAMPS,BARRETALI,"Barretal Uno SGT, Tamps.",179.7
-99.21,24.1,TAMPS,BARRETALII,"Barretal Dos SGT, Tamps.",144.6
-99.12,24.08,TAMPS,BR1TP,"El Barretal 1, Tamps.",110.8
-99.22,24.1,TAMPS,BRRTP,"El Barretal, Tamps.",51
-97.88,22.24,TAMPS,BTCHAIREL,"Boca Toma Chairel SGT, Tamps.",2.9
-98.6,26.24,TAMPS,CDOTP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",149.81
-98.8,26.25,TAMPS,CMGTP,"S-J-2-11 Camargo, Tamps.",198.01
-99.15,26.43,TAMPS,CMRTP,"Mier, Tamps.",124.53
-97.82,25.97,TAMPS,CONTP,"Control, Tamps.",138.02
-98.94,23.94,TAMPS,CORONA,"Corona SGT, Tamps.",48
-98.94,23.94,TAMPS,CORTP,"Corona, Tamps.",90.9
-99.17,23.72,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",91.11
-99.19,23.73,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",52.62
-99.08,23.38,TAMPS,ENNTP,"La Encantada, Tamps.",71.9
-98.69,22.61,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",67.9
-98.16,24.84,TAMPS,FDOTP,"San Fernando, Tamps.",171
-99.15,23.05,TAMPS,GOMEZFARIAS,"GÛmez FarÌas SGT, Tamps.",163
-98.41,22.8,TAMPS,GONZALEZTP,"Gonz·lez SGT, Tamps.",45.1
-97.95,23.17,TAMPS,LAESPERANZA,"La Esperanza SGT, Tamps.",198
-97.95,23.17,TAMPS,LAETP,"La Esperanza, Tamps.",0.01
-99.55,26.82,TAMPS,LASTORTILLASC,"Las Tortillas RÌo Salado CILA, Tamps.",60
-99.23,26.41,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",3.51
-99.12,22.85,TAMPS,LSRTP,"La Servilleta, Tamps.",180.72
-99.55,24.57,TAMPS,MAGTP,"Magueyes, Tamps.",131.11
-99.55,24.57,TAMPS,MAGUEYES,"Magueyes SGT, Tamps.",49.2
-97.52,25.83,TAMPS,MATTP,"Matamoros, Tamps.",158.7
-97.84,22.28,TAMPS,MDRTP,"Madero, Tamps.",3.2
-98.59,25.12,TAMPS,MENTP,"MÈndez, Tamps.",47.7
-99.04,26.37,TAMPS,MGATP,"S-J-1-2 Miguel Alem·n, Tamps.",104.22
-98.71,22.8,TAMPS,MGSTP,"MagiscatzÌn Dos, Tamps.",29.3
-98.71,22.8,TAMPS,MGZTP,"MagiscatzÌn, Tamps.",103.81
-99.43,24.25,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",180.2
-98.93,26.2,TAMPS,MRGTP,"Marte Rodolfo GÛmez, Tamps.",179.04
-98.63,22.49,TAMPS,NVAAPOLONIA,"Nueva Apolonia SGT, Tamps.",34.3
-98.9,24.04,TAMPS,PADILLA,"Padilla SGT, Tamps.",159
-98.9,24.05,TAMPS,PADTP,"Padilla, Tamps.",180.53
-97.8,25.8,TAMPS,PANTP,"Pueblo An·huac, Tamps.",196.33
-98.75,23.73,TAMPS,PDMTP,"Paso de Molina, Tamps.",191.01
-98.87,24.12,TAMPS,PILON,"PilÛn SGT, Tamps.",214.2
-99.02,24.21,TAMPS,PILTP,"PilÛn, Tamps.",82.51
-99.56,24.25,TAMPS,PJMTP,"Pedro JosÈ MÈndez, Tamps.",156.62
-99.55,24.24,TAMPS,PPJMENDEZ,"Presa Pedro JosÈ Mendez SGT, Tamps.",14.7
-99.6,24.18,TAMPS,PTODEVALLES,"Puerto de Valles SGT, Tamps.",166.5
-99.58,24.18,TAMPS,PVLTP,"Puerto de Valles, Tamps.",23
-99.03,22.84,TAMPS,RFRTP,"RÌo FrÌo, Tamps.",186
-98,25.97,TAMPS,RIBTP,"RÌo Bravo, Tamps.",136
-97.99,23.26,TAMPS,RSPTP,"Rep˙blica EspaÒola, Tamps.",173.6
-98.29,26.08,TAMPS,RYATP,"S-J-3-42 Reynosa, Tamps.",16.7
-98.88,26.17,TAMPS,RYNTP,"S-J-2-9 Reynosa, Tamps.",79
-99.09,23.03,TAMPS,SBNTP,"Sabinas, Tamps.",118.41
-98.87,22.78,TAMPS,SDATP,"Saca de Agua, Tamps.",75.6
-98.79,23.08,TAMPS,SGBTP,"San Gabriel, Tamps.",124.51
-98.21,23.76,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",89.7
-98.79,22.94,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",138
-99.27,24.02,TAMPS,STETP,"Santa Engracia, Tamps.",105.3
-97.88,22.24,TAMPS,TMPTP,"Tampico, Tamps.",6.9
-98.42,22.42,TAMPS,TMSTP,"TamesÌ, Tamps.",63.24
-97.8,25.91,TAMPS,VCATP,"Villa C·rdenas, Tamps.",169.32
-98.67,23.96,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",183.2
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",142.02
-99.49,24.3,TAMPS,VILLAGRAN,"Villagr·n SMN, Tamps.",102
-99.55,24.57,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",13.5
-98.13,19.43,TLAX,APITL,"Apizaco, Tlax.",118
-98.56,19.59,TLAX,CPPTL,"Calpulalpan, Tlax.",92
-97.77,19.3,TLAX,CUATL,"Cuapiaxtla, Tlax.",118.7
-97.65,19.32,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",64.23
-98.25,19.32,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",68.82
-98.2,19.56,TLAX,SJATL,"San JosÈ Atlanga, Tlax.",86.51
-98.24,19.22,TLAX,ZACTL,"Zacatelco, Tlax.",114.7
-97.91,19.2,TLAX,ZITTL,"Zitlaltepec, Tlax.",117.53
-96.84,19.7,VER,ACAVC,"Acatl·n, Ver.",32.53
-96.58,19.5,VER,ACTOPANVER,"Actopan SGT, Ver.",5.9
